,is_exc_all,pref_orth_diff,sg_idx_snr,sg0_idx_snr,sg0_osi_dich,sg1_si_salient_pref_all,sg2_rf_in,sg2_resp_orth_0,sg2_resp_orth_30,sg2_resp_pref_0,sg2_resp_pref_30,smg_idx_snr
94,False,-4.516086172706515,False,False,0.06556538744765567,0.004640065091604666,False,11.365736161406414,8.242431089090994,21.26996585161975,24.686931244646892,True
95,False,,False,False,0.030318372402875136,,False,4.143691483444015,5.7722030605043235,24.236396631249825,27.756334228070973,True
96,False,2.4593491608557585,False,False,0.17208013170991945,0.09277442317653152,False,3.002132307260464,6.743227318242695,10.509382499790846,10.945680412905627,False
97,False,0.07186089932637874,False,False,0.08869119787120061,-0.10419254629460636,False,23.457383360558495,24.10012027953202,4.378906923990984,7.163169236065676,True
98,False,-0.7381112780421955,False,False,0.2565779209468581,-0.2563402059543591,False,26.72648295921345,24.291830287100037,8.981062280723469,8.008677717969896,True
99,False,,False,False,0.13635942003005241,,True,10.976168728636528,11.907956578756853,25.482384693116334,25.104784600030722,True
100,False,1.8392166600470095,False,False,0.10441940971091582,-0.15619077551619998,False,7.945084480944879,8.443575318520649,4.555075404962572,6.220730851607351,True
101,False,-6.4028941885305635,False,False,0.13904249234524232,-0.07186717946268169,False,8.325365603429816,9.278782274968062,33.88375371336363,33.31341264441084,True
102,False,,False,False,0.3303193946313632,,False,7.997403637907554,5.262572697978705,22.680442416324066,24.255596295876718,True
103,False,,False,False,0.2024900910248994,,False,5.395364695204755,10.268690159621958,10.403051865406525,17.260796393220048,True
104,False,0.5734587176135761,False,False,0.11753920959194841,-0.11658751745873289,False,36.265080654396655,38.97489266183513,21.55972344230694,17.116969199006952,True
105,False,4.514892284328543,True,False,0.0838715350125834,0.16125659770270936,False,17.42096525593064,16.956991317640178,5.90745937425452,10.977802728422176,True
106,False,4.098496674321211,True,False,0.17662689067633938,0.24036161769618933,False,6.388154835828269,8.490714012758618,14.255950616863675,12.990823809702231,True
107,False,8.733637301872175,False,False,0.12965303336165268,0.08851507594088048,False,14.493041065796161,12.032759847311233,24.71711517878785,21.251834427687115,True
108,False,2.837371893513666,True,True,0.10467299291185964,0.03671486192032939,False,36.00446270826536,44.17199354559088,17.533994808805005,16.273333486231145,True
109,False,,False,False,0.011650733775992914,,False,7.081073919096245,6.087615154444789,23.23601425458223,34.287535640387205,False
110,False,,False,False,0.2933670811191906,,False,16.814742794511123,12.540561914002188,11.440348349129543,10.508892382293618,True
111,False,-0.7327364448111666,False,False,0.11554301537179487,0.05795656349343255,False,42.3323501769501,40.415610023774214,19.179447060212105,19.141936152785398,False
112,False,,False,False,0.0683224091019377,,False,24.680749726636954,17.28389782848983,25.504926704347895,33.15577302987759,False
113,False,2.5500864589393597,False,False,0.11162184848791921,0.16371602494910786,False,11.11371653650004,12.9033014861246,27.355246985068494,30.304691488257596,True
114,False,,False,False,0.026838921732575127,,True,19.40525719907899,16.257430271555982,19.253725602995992,13.880896033743067,False
115,False,,False,False,0.12784969359730047,,False,21.871589976004678,23.07548643603252,19.02052256075713,18.667738707795834,True
116,False,-2.4376670063401633,False,False,0.011795358035625546,0.12197722943676693,False,38.735355444324135,38.95526314882609,28.628523326538602,38.175709032190916,True
117,False,0.16179222327012344,False,False,0.2233526759066397,0.008023522284116421,True,18.392646305594383,17.474675956540384,12.496245921804352,15.837220342901462,True
118,False,-3.8604651754930934,False,False,0.2860179531824819,-0.16507658124040278,False,16.49270631919185,21.86971825834077,22.290668953926517,18.517863800247707,True
119,False,-6.929343599044026,False,False,0.15966977866549362,-0.19536291063827868,False,33.24261984841612,40.56148120315554,4.011454099001221,14.267181192691893,True
120,False,,False,False,0.11414864821310065,,False,26.789541066480954,22.69188262596846,12.237187319984422,12.383361322662005,True
121,False,,False,False,0.379242115485292,,False,18.752187718338785,26.42386344022667,26.549991777298064,21.113388776385158,True
122,False,1.85011203855818,False,False,0.04566338747510195,-0.09889481889711098,False,9.353709655622833,11.269178527604357,20.701960398075286,18.89775049824936,False
123,False,-1.462982472148723,True,False,0.4536928563981461,-0.22916429535692084,False,7.013688443395763,5.805714265861287,25.66413704541703,21.79005234311216,True
124,False,-1.089489225728002,False,False,0.2942112226631174,0.16097286248583073,False,89.60028375904915,100.0,21.67253900164117,25.01818238623225,False
125,False,-1.8839197901065639,False,False,0.2195101533195768,0.10359322949949058,False,68.38845834804651,66.31346666409324,19.93164477201227,23.320769123473347,False
